run_id,timestamp_utc,model_name,technique,sparsity,pruning_method,quantization_method,device,classification_accuracy,classification_precision_macro,classification_recall_macro,classification_f1_macro,total_params,nonzero_params,model_size_mb,compression_ratio,latency_mean_ms,latency_std_ms,latency_throughput_samples_per_sec,memory_peak_rss_delta_mb,training_time_sec,notes,classification_n_samples,latency_min_ms,latency_max_ms,latency_num_runs,latency_batch_size
pruning_unstructured_l1_s0.0_20260914T185307Z,2026-09-14T18:53:07.328214+00:00,resnet18,pruning,0.0,unstructured_l1,fp32,cpu,0.6475,0.70010981015925,0.6475000000000002,0.6482918241802711,11173962,11173962,42.699270248413086,,11.990903439800604,1.0703198134809822,83.39655181283229,0.0,0.0,overall_prunable_sparsity=0.0000; size_mb/latency NOT expected to improve from masking alone -- see src/compression/pruning.py module docstring.,10000,10.23269700090168,14.9387689998548,50,1
